,name,album,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,Genre/Mood,Language,release_year
96,Mamasita,Mamasita,Yashua,2017-05-18,161970,26,0.856,0.0934,0.856,0.622,7.51e-05,0.0571,-5.927,0.2,103.006,4,Hip-Hop,Spanish,2017
97,Loca (feat. El Cata),Sale el Sol,Shakira,2010-10-19,183693,67,0.8,0.342,0.8,0.692,1.92e-06,0.0554,-5.57,0.0614,112.002,4,Hip-Hop,Spanish,2010
98,Trap (feat. Maluma),El Dorado,Shakira,2017-05-26,199813,59,0.774,0.556,0.774,0.504,0.0,0.128,-6.843,0.0552,132.009,4,Hip-Hop,Spanish,2017
99,Perro Fiel (feat. Nicky Jam),El Dorado,Shakira,2017-05-26,195213,70,0.75,0.187,0.75,0.76,0.0,0.0548,-4.836,0.198,183.817,4,Hip-Hop,Spanish,2017
0,MAMACITA,MAMACITA,Black Eyed Peas,2020-04-10,249142,90,0.894,0.193,0.894,0.635,0.00105,0.0823,-6.929,0.0473,105.013,4,Hip-Hop,Spanish,2020
1,Yo Perreo Sola,YHLQMDLG,Bad Bunny,2020-02-28,172127,89,0.86,0.021,0.86,0.758,6.54e-05,0.344,-5.16,0.0695,97.014,4,Hip-Hop,Spanish,2020
2,La Jeepeta,La Jeepeta,Nio Garcia,2020-01-02,204809,78,0.816,0.48,0.816,0.726,1.41e-06,0.314,-5.334,0.267,175.933,4,Hip-Hop,Spanish,2020
3,Caramelo,Caramelo,Ozuna,2020-06-11,217546,93,0.728,0.0531,0.728,0.806,0.000301,0.153,-3.766,0.0623,168.084,4,Hip-Hop,Spanish,2020
4,"Agua (with J Balvin) - Music From ""Sponge On The Run"" Movie","Agua (with J Balvin) [Music From ""Sponge On The Run"" Movie]",Tainy,2020-07-09,157944,92,0.76,0.162,0.76,0.658,0.0,0.195,-5.275,0.275,100.202,4,Hip-Hop,Spanish,2020
5,Relación,Relación,Sech,2020-04-02,184254,86,0.805,0.125,0.805,0.562,4.96e-06,0.148,-3.117,0.105,172.094,4,Hip-Hop,Spanish,2020
6,Tattoo - Remix with Camilo,Tattoo (Remix with Camilo),Rauw Alejandro,2020-07-09,222680,92,0.848,0.0413,0.848,0.637,0.0,0.0521,-5.132,0.156,96.988,4,Hip-Hop,Spanish,2020
7,Camarero,Camarero,Andra,2019-06-18,178442,56,0.769,0.328,0.769,0.924,0.0,0.136,-2.771,0.0595,115.084,4,Hip-Hop,Spanish,2019
8,La Difícil,YHLQMDLG,Bad Bunny,2020-02-28,163084,85,0.685,0.0861,0.685,0.848,7.14e-06,0.0783,-4.561,0.0858,179.87,4,Hip-Hop,Spanish,2020
9,TKN (feat. Travis Scott),TKN (feat. Travis Scott),ROSALÍA,2020-05-28,129370,92,0.776,0.192,0.776,0.509,1.49e-06,0.115,-6.266,0.467,94.634,4,Hip-Hop,Spanish,2020
10,PORFA - Remix,PORFA (Remix),Various Artists,2020-06-26,333400,78,0.792,0.0939,0.792,0.736,1.06e-06,0.075,-4.764,0.0815,167.915,4,Hip-Hop,Spanish,2020
11,Fútbol & Rumba (feat. Enrique Iglesias),Emmanuel,Anuel AA,2020-05-29,221428,82,0.735,0.397,0.735,0.916,2.91e-06,0.0918,-2.082,0.117,167.994,4,Hip-Hop,Spanish,2020
12,Sudamericana (feat. Pachanga),Sudamericana,Andra,2018-06-08,195742,53,0.596,0.18,0.596,0.765,0.0,0.0822,-5.691,0.215,181.991,4,Hip-Hop,Spanish,2018
13,ADMV,ADMV,Maluma,2020-04-23,193699,84,0.565,0.817,0.565,0.39,0.0,0.126,-4.959,0.0556,163.781,4,Hip-Hop,Spanish,2020
14,"Ay, DiOs Mío!","Ay, DiOs Mío!",KAROL G,2020-07-10,189653,89,0.718,0.512,0.718,0.712,0.00121,0.104,-4.366,0.174,180.034,4,Hip-Hop,Spanish,2020
15,Carita de Inocente (feat. Myke Towers) - Remix,Carita de Inocente (feat. Myke Towers) [Remix],Prince Royce,2020-06-01,192698,83,0.565,0.364,0.565,0.781,0.0,0.0984,-3.358,0.061,129.959,4,Hip-Hop,Spanish,2020
16,PAM,PAM,Justin Quiles,2020-05-01,201000,86,0.889,0.289,0.889,0.863,0.000603,0.0798,-3.011,0.0757,112.953,4,Hip-Hop,Spanish,2020
17,Rojo,Rojo,J Balvin,2020-02-27,150853,84,0.652,0.15,0.652,0.595,0.000115,0.0842,-4.04,0.113,172.27,4,Hip-Hop,Spanish,2020
18,CÓMO SE SIENTE - Remix,Música para Trapear,Various Artists,2020-05-29,227520,38,0.807,0.0946,0.807,0.606,0.0,0.119,-8.871,0.088,92.988,4,Hip-Hop,Spanish,2020
19,La Tóxica,La Tóxica,Farruko,2020-07-24,180520,77,0.659,0.0882,0.659,0.701,0.0,0.0866,-4.107,0.164,91.97,4,Hip-Hop,Spanish,2020
20,La Curiosidad,Platonicos,Jay Wheeler,2020-06-12,219048,92,0.845,0.269,0.845,0.677,0.000917,0.108,-4.798,0.136,90.013,4,Hip-Hop,Spanish,2020
21,Bésame,Bésame,Play-N-Skillz,2020-06-19,212840,77,0.67,0.0164,0.67,0.865,7.4e-06,0.12,-2.469,0.035,97.008,4,Hip-Hop,Spanish,2020
22,Si Me Dices Que Sí,Si Me Dices Que Sí,Reik,2020-02-18,211651,83,0.578,0.00473,0.578,0.634,0.0,0.132,-5.979,0.333,183.89,4,Hip-Hop,Spanish,2020
23,Sigues Con El - Remix,Sigues Con El (Remix),Arcangel,2020-04-10,189566,83,0.747,0.102,0.747,0.693,2.61e-06,0.0872,-2.97,0.298,175.994,4,Hip-Hop,Spanish,2020
24,Favorito,Favorito,Camilo,2020-03-26,211613,85,0.611,0.229,0.611,0.851,0.0,0.232,-2.982,0.0598,178.032,4,Hip-Hop,Spanish,2020
25,Muévelo,Muévelo,Nicky Jam,2020-01-08,194892,82,0.595,0.416,0.595,0.807,1.41e-05,0.565,-2.409,0.0489,188.081,4,Hip-Hop,Spanish,2020
26,YAYA,YAYA,6ix9ine,2020-07-03,149857,81,0.672,0.00289,0.672,0.733,0.0,0.199,-5.377,0.0566,105.043,4,Hip-Hop,Spanish,2020
27,Keii,Keii,Anuel AA,2020-02-07,210000,78,0.708,0.4,0.708,0.797,0.0,0.096,-3.095,0.0391,88.015,4,Hip-Hop,Spanish,2020
28,Me Gusta,Me Gusta,Shakira,2020-01-13,190570,82,0.775,0.0559,0.775,0.696,0.00184,0.157,-5.184,0.0681,92.007,4,Hip-Hop,Spanish,2020
29,Como Llora,Como Llora,Juanfran,2020-02-07,187500,85,0.827,0.183,0.827,0.629,0.0,0.084,-3.966,0.185,88.064,4,Hip-Hop,Spanish,2020
30,Quiéreme Mientras Se Pueda,Quiéreme Mientras Se Pueda,Manuel Turizo,2020-05-01,191945,84,0.793,0.447,0.793,0.782,0.0,0.124,-3.945,0.0582,143.86,4,Hip-Hop,Spanish,2020
31,Diosa,Easy Money Baby,Myke Towers,2020-01-24,214013,85,0.801,0.398,0.801,0.745,0.00603,0.153,-3.733,0.063,104.965,4,Hip-Hop,Spanish,2020
32,Definitivamente,Definitivamente,Daddy Yankee,2020-01-31,217773,79,0.813,0.586,0.813,0.764,0.0,0.253,-3.39,0.105,100.047,4,Hip-Hop,Spanish,2020
33,Relaciones,Relaciones,Lunay,2020-07-16,206896,77,0.683,0.425,0.683,0.787,0.0,0.136,-2.962,0.0841,173.941,4,Hip-Hop,Spanish,2020
34,Girl,Easy Money Baby,Myke Towers,2020-01-24,186426,79,0.733,0.0325,0.733,0.708,0.000327,0.324,-4.957,0.0937,93.021,4,Hip-Hop,Spanish,2020
35,Aventura,Épico,Lunay,2019-10-25,217129,77,0.729,0.223,0.729,0.726,0.0,0.101,-3.208,0.0422,92.025,4,Hip-Hop,Spanish,2019
36,Tusa,Tusa,KAROL G,2019-11-07,200960,91,0.803,0.295,0.803,0.715,0.000134,0.0574,-3.28,0.298,101.085,4,Hip-Hop,Spanish,2019
37,Que Tire Pa Lante,Que Tire Pa Lante,Daddy Yankee,2019-10-18,210520,79,0.658,0.0478,0.658,0.901,0.0,0.12,-2.814,0.0357,93.979,4,Hip-Hop,Spanish,2019
38,LA CANCIÓN,OASIS,J Balvin,2019-06-28,242573,85,0.754,0.152,0.754,0.646,1.85e-05,0.108,-5.795,0.317,176.089,4,Hip-Hop,Spanish,2019
39,Fantasía,Nibiru,Ozuna,2019-11-29,175186,71,0.695,0.227,0.695,0.719,0.000171,0.0884,-5.938,0.0903,180.074,4,Hip-Hop,Spanish,2019
40,Me Quedaré Contigo,Libertad 548,Pitbull,2019-09-27,226773,1,0.671,0.0593,0.671,0.918,0.0,0.206,-3.588,0.0774,92.132,4,Hip-Hop,Spanish,2019
41,"Yo x Ti, Tu x Mi","Yo x Ti, Tu x Mi",ROSALÍA,2019-08-15,201040,80,0.78,0.462,0.78,0.759,0.000868,0.143,-3.292,0.225,91.952,4,Hip-Hop,Spanish,2019
42,La Mejor Versión de Mi - Remix,La Mejor Versión de Mi (Remix),Natti Natasha,2019-10-04,229333,78,0.735,0.732,0.735,0.712,0.0,0.302,-5.119,0.0326,131.938,4,Hip-Hop,Spanish,2019
43,Qué Pena,Qué Pena,Maluma,2019-09-27,212711,76,0.635,0.102,0.635,0.661,0.0,0.336,-6.425,0.364,126.15,5,Hip-Hop,Spanish,2019
44,Que Calor (feat. J Balvin & El Alfa),Que Calor (feat. J Balvin & El Alfa),Major Lazer,2019-09-11,169997,77,0.795,0.0375,0.795,0.885,0.00638,0.292,-4.13,0.0713,126.037,4,Hip-Hop,Spanish,2019
45,Adicto (with Anuel AA & Ozuna),Adicto (with Anuel AA & Ozuna),Tainy,2019-08-22,270740,82,0.734,0.017,0.734,0.836,1.64e-05,0.179,-4.803,0.0735,80.002,4,Hip-Hop,Spanish,2019
46,MALA SANTA,MALA SANTA,Becky G,2019-10-11,173834,64,0.851,0.311,0.851,0.701,0.000211,0.163,-3.649,0.0396,98.039,4,Hip-Hop,Spanish,2019
47,Whine Up,Intimo,Nicky Jam,2019-11-01,215459,78,0.817,0.0549,0.817,0.665,0.0,0.103,-6.224,0.0758,104.957,4,Hip-Hop,Spanish,2019
48,Bonita,Bonita,Juanes,2019-09-06,147493,70,0.745,0.255,0.745,0.881,0.0,0.25,-2.587,0.0506,157.985,4,Hip-Hop,Spanish,2019
49,La Cartera,Gangalee,Farruko,2019-04-26,289906,71,0.771,0.0385,0.771,0.796,9.35e-06,0.218,-4.106,0.0798,87.985,4,Hip-Hop,Spanish,2019
50,Gistro Amarillo,Gistro Amarillo,Ozuna,2020-07-23,230876,72,0.798,0.214,0.798,0.846,0.0,0.0906,-3.761,0.178,92.064,4,Hip-Hop,Spanish,2020
51,Hawái,Hawái,Maluma,2020-07-29,200197,87,0.787,0.189,0.787,0.728,2.29e-05,0.0629,-3.455,0.389,180.066,4,Hip-Hop,Spanish,2020
52,UN DIA (ONE DAY) (Feat. Tainy),UN DIA (ONE DAY) (Feat. Tainy),J Balvin,2020-07-24,232253,93,0.571,0.00536,0.571,0.693,0.0,0.173,-8.234,0.0545,168.169,4,Hip-Hop,Spanish,2020
53,Dembow 2020,Quien Contra Mi 2,Yandel,2020-07-31,168051,78,0.786,0.122,0.786,0.811,3.99e-06,0.161,-4.31,0.0836,92.953,4,Hip-Hop,Spanish,2020
54,No Se Te Dió,Now Or Never,Nio Garcia,2020-07-24,258526,71,0.808,0.23,0.808,0.68,6.21e-05,0.11,-5.181,0.176,176.046,4,Hip-Hop,Spanish,2020
55,Azul,BAILANDO EN CUARENTENA,Various Artists,2020-06-05,206373,36,0.842,0.101,0.842,0.828,0.00179,0.0579,-2.495,0.0696,94.019,4,Hip-Hop,Spanish,2020
56,Por Primera Vez,Por Primera Vez,Camilo,2020-03-09,183546,78,0.716,0.152,0.716,0.588,0.0,0.0847,-3.952,0.116,165.896,4,Hip-Hop,Spanish,2020
57,Hasta Que Dios Diga,Emmanuel,Anuel AA,2020-05-29,246000,90,0.691,0.464,0.691,0.765,3.29e-06,0.203,-4.727,0.111,174.021,4,Hip-Hop,Spanish,2020
58,Elegí (feat. Dímelo Flow),Elegí (feat. Dímelo Flow),Rauw Alejandro,2020-03-26,197721,89,0.824,0.237,0.824,0.631,0.000116,0.0531,-2.791,0.0809,171.965,4,Hip-Hop,Spanish,2020
59,Reggaetonera,Emmanuel,Anuel AA,2020-05-29,212312,86,0.694,0.48,0.694,0.796,0.000384,0.108,-4.164,0.0565,93.064,4,Hip-Hop,Spanish,2020
60,Ella Dice,Ella Dice,TINI,2020-07-15,161060,79,0.838,0.221,0.838,0.751,2.23e-06,0.133,-2.864,0.0812,91.982,4,Hip-Hop,Spanish,2020
61,No Bailes Sola,No Bailes Sola,Danna Paola,2020-07-17,180866,81,0.598,0.208,0.598,0.734,0.0,0.272,-3.982,0.116,179.885,4,Hip-Hop,Spanish,2020
62,Mi Niña,Mi Niña,Ozuna,2020-06-18,209826,73,0.679,0.18,0.679,0.706,0.0,0.0784,-4.853,0.0836,170.047,4,Hip-Hop,Spanish,2020
63,Anaranjado,Anaranjado,Jowell & Randy,2020-07-16,212010,82,0.763,0.0466,0.763,0.58,1.6e-05,0.154,-6.196,0.144,175.937,4,Hip-Hop,Spanish,2020
64,Que Mal Te Fue,Que Mal Te Fue,Natti Natasha,2020-06-01,212906,78,0.782,0.0941,0.782,0.706,0.000208,0.115,-4.337,0.19,173.899,4,Hip-Hop,Spanish,2020
65,Safaera,YHLQMDLG,Bad Bunny,2020-02-28,295176,89,0.607,0.0103,0.607,0.829,0.0,0.107,-4.074,0.379,96.172,4,Hip-Hop,Spanish,2020
66,Fantasias - Remix,Fantasias (Remix) [feat. Farruko & Lunay],Rauw Alejandro,2020-03-06,267241,80,0.816,0.206,0.816,0.72,0.0,0.277,-4.454,0.0684,94.004,4,Hip-Hop,Spanish,2020
67,Me perdiste,Me perdiste,Kim Loaiza,2020-07-09,141198,73,0.788,0.284,0.788,0.725,0.0,0.092,-3.8,0.128,100.015,4,Hip-Hop,Spanish,2020
68,Si Veo a Tu Mamá,YHLQMDLG,Bad Bunny,2020-02-28,170971,85,0.9,0.402,0.9,0.603,4.81e-06,0.134,-5.313,0.0646,129.928,4,Hip-Hop,Spanish,2020
69,ADMV - Versión Urbana,ADMV (Versión Urbana),Maluma,2020-05-15,185263,78,0.733,0.217,0.733,0.591,0.0,0.0986,-4.046,0.148,169.905,4,Hip-Hop,Spanish,2020
70,El Mismo Aire - con Pablo Alborán,El Mismo Aire (con Pablo Alborán),Camilo,2020-06-10,188213,86,0.483,0.603,0.483,0.492,0.0,0.323,-6.591,0.295,144.511,4,Hip-Hop,Spanish,2020
71,Los Consejos,Los Consejos,Greeicy,2020-07-03,176440,54,0.698,0.171,0.698,0.537,0.0,0.105,-6.288,0.0913,158.036,4,Hip-Hop,Spanish,2020
72,+Linda,+Linda,Dalex,2020-04-20,161748,82,0.66,0.131,0.66,0.503,0.0,0.13,-5.501,0.34,175.896,4,Hip-Hop,Spanish,2020
73,Los Besos,Los Besos,Greeicy,2020-04-16,202733,78,0.503,0.0756,0.503,0.762,9.84e-06,0.0919,-4.263,0.298,167.936,4,Hip-Hop,Spanish,2020
74,Infiel - Remix,Infiel (Remix),Eix,2020-07-02,297760,73,0.793,0.346,0.793,0.66,0.0,0.134,-3.7,0.28,87.922,4,Hip-Hop,Spanish,2020
75,Inolvidable,Inolvidable,Ovy On The Drums,2020-01-15,225812,81,0.84,0.678,0.84,0.543,0.0,0.128,-4.941,0.0568,139.929,4,Hip-Hop,Spanish,2020
76,Ignorantes,Ignorantes,Bad Bunny,2020-02-14,210606,81,0.85,0.267,0.85,0.536,3.89e-05,0.0996,-5.161,0.0599,96.029,4,Hip-Hop,Spanish,2020
77,Fabuloso,1 of 1,Sech,2020-05-21,200494,82,0.637,0.0846,0.637,0.785,0.000239,0.0392,-2.612,0.166,87.4,4,Hip-Hop,Spanish,2020
78,Mi Cuarto,DI LETRA,Jerry Di,2020-04-03,197586,74,0.854,0.819,0.854,0.525,0.0,0.146,-4.426,0.214,97.054,4,Hip-Hop,Spanish,2020
79,El Equivocado,El Equivocado,Andrés Cepeda,2020-05-11,219040,54,0.549,0.27,0.549,0.64,0.0,0.0998,-7.531,0.0337,162.002,4,Hip-Hop,Spanish,2020
80,Verde,Colores,J Balvin,2020-03-19,142546,75,0.828,0.0381,0.828,0.738,0.473,0.0917,-4.295,0.0516,94.995,4,Hip-Hop,Spanish,2020
81,Follow,Follow,KAROL G,2020-04-01,203093,78,0.735,0.667,0.735,0.787,6.15e-06,0.0721,-4.375,0.16,168.997,4,Hip-Hop,Spanish,2020
82,CANCIÓN CON YANDEL,LAS QUE NO IBAN A SALIR,Bad Bunny,2020-05-10,209180,83,0.75,0.447,0.75,0.741,0.0,0.121,-4.43,0.402,79.968,4,Hip-Hop,Spanish,2020
83,La Cama - Remix,La Cama (Remix),Lunay,2020-03-27,330240,82,0.737,0.12,0.737,0.832,0.0,0.255,-2.622,0.0798,173.986,4,Hip-Hop,Spanish,2020
84,Jangueo,LOST,Alex Rose,2019-11-08,259600,86,0.851,0.238,0.851,0.688,1.93e-05,0.105,-4.038,0.0565,103.982,4,Hip-Hop,Spanish,2019
85,Tócame (feat. Arcangel & De La Ghetto),Tócame (feat. Arcangel & De La Ghetto),Anitta,2020-07-10,166264,80,0.785,0.0205,0.785,0.74,8.28e-05,0.22,-5.374,0.172,100.057,4,Hip-Hop,Spanish,2020
86,Te Mueves,Te Mueves,Zion & Lennox,2020-07-17,232421,74,0.755,0.0541,0.755,0.804,4.78e-05,0.175,-4.3,0.151,95.067,4,Hip-Hop,Spanish,2020
87,La Bella y la Bestia,La Bella y la Bestia,Reik,2020-06-11,186359,79,0.625,0.0254,0.625,0.759,0.0,0.114,-4.861,0.0592,89.951,4,Hip-Hop,Spanish,2020
88,Olvidando,Olvidando,Brytiago,2020-07-14,229013,65,0.767,0.12,0.767,0.672,6.18e-05,0.695,-4.455,0.182,171.996,4,Hip-Hop,Spanish,2020
89,Algo Mágico,Algo Mágico,Rauw Alejandro,2020-06-25,261603,75,0.68,0.758,0.68,0.613,0.0,0.161,-4.368,0.0818,100.127,4,Hip-Hop,Spanish,2020
90,Honey Boo,Honey Boo,CNCO,2020-04-03,206986,75,0.803,0.153,0.803,0.642,1.76e-06,0.14,-3.759,0.217,170.037,4,Hip-Hop,Spanish,2020
91,Dream Girl - Remix,Dream Girl (Remix),Ir Sais,2019-12-06,192452,84,0.767,0.216,0.767,0.643,0.000104,0.0806,-5.225,0.101,169.99,4,Hip-Hop,Spanish,2019
92,Hola - Remix,Hola (Remix),Dalex,2019-11-01,249520,85,0.654,0.471,0.654,0.672,0.0,0.0781,-5.98,0.311,181.857,4,Hip-Hop,Spanish,2019
93,Bellaquita,Bellaquita,Dalex,2019-09-06,204786,75,0.584,0.09,0.584,0.698,6.87e-05,0.171,-3.961,0.106,166.047,4,Hip-Hop,Spanish,2019
94,Nada,Error 93,Cazzu,2019-06-03,305113,74,0.898,0.343,0.898,0.543,0.000623,0.338,-8.317,0.121,98.992,4,Hip-Hop,Spanish,2019
95,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix","DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) [Remix]",Justin Quiles,2019-09-06,258600,79,0.743,0.0451,0.743,0.709,5.18e-06,0.0809,-3.922,0.0879,170.001,4,Hip-Hop,Spanish,2019
96,Loco - Remix,Loco (Remix),Various Artists,2020-04-24,248499,81,0.908,0.157,0.908,0.529,0.000142,0.0634,-7.032,0.135,105.021,4,Hip-Hop,Spanish,2020
97,Feel Me,The Academy,Rich Music LTD,2019-10-11,300266,78,0.769,0.12,0.769,0.747,7.48e-06,0.0417,-4.56,0.127,81.034,4,Hip-Hop,Spanish,2019
98,Ella No Quiere Rosé,Ella No Quiere Rosé,Rvfv,2019-11-22,182500,60,0.861,0.162,0.861,0.599,1.09e-05,0.0322,-6.162,0.142,95.99,4,Hip-Hop,Spanish,2019
99,Morado,Morado,J Balvin,2020-01-09,200666,81,0.881,0.137,0.881,0.696,4.13e-05,0.0927,-3.838,0.0797,97.002,4,Hip-Hop,Spanish,2020
